"5","Хорошая вещь. Ни секунды не пожалел о покупке. Кофе готовится быстро и вкусно, турки хватает на приготовление двух чашек кофе. Бывает даже воду для чая подогреваю в ней. Очень рекомендую данный продукт!"
"4","Хорошая турка. Единственное нужно вовремя включить."
"4","Хорошая, легкая, удобная. Закипает быстро. Если приноровиться и вовремя выключать, то даже не сбегает))) с первых трех раз не получилось)) Единственное что, ручку туда сюда лучше не дергать, замок пластмассовый и выглядит ненадежно, а так все по своей цене."
"5","купив аби пити каву на роботі,поки задоволений."
"5","Если верить полную, то важно успеть вовремя выключить, иначе выльется наружу."
"5","Треба дещо звикнути, але в цілому - гарний апарат)"
"5","О подобной вещи - мечталось очень давно ( думали о турке на электроплите ), в офисе на работе незаменима , для тех кто любит и ценит вкусно сваренный кофе"
"4","Подарили нам одну - она перестала работать через полтора года. Разобрал, а там проржавели контакты термореле в труху, и оно отвалилось. Термореле маркировано 130С, видать, защита на случай, когда забыли выключить, и вся вода выкипела. Я соединил провода мимо термореле, тогда заработала. Но потом сгорела через месяц, когда случайно не выключил, потому что защиты уже не было. Купили такую же - пользуемся."
"4","Товаром доволен. Плюсы и минусы описаны ниже."
"5","Кофе получаеться вкусный !!!!!"
"4","Отличный вариант. Думал о капельной кофеварке, но остановился на этой. Кофе расходует меньше, не нужно никакие фильтры покупать. Вскипает быстро. Элементарный механизм работы - насыпал кофе, залил водой и включил."
"5","быстро варит кофе, все отлично, за такие деньги все просто супер"
"5","Приобрел турку на работу. Замечаний нет, работает хорошо, ничем не уступает обычной турке, время приготовления 2 мин."
"5","Купила на подарки,так как пользуюсь такой уже 2 года.Очень довольна"
"5","Незаменимая вещь. легка в использовании,компактная,легко моется. У меня индукционная плита, а купить для нее турку - проблема. Решение нашлось само, на Розетке. советую всем эту кофеварку."
"5","Дуже зручно, швидко, смак - як в звичайній турці. Для офісу незамінна річ."
"5","Покупала по рекомендации людей,которые уже пользовались."
"5","Если предварительно залить горяую воду, готовится намного быстрее))"
"5","В офисе не заменимая штука, главное выключать чуть раньше, чем турку на плите."
"4","Очень удобная вещь, пользуюсь уже пол года. Однако, стала немного протекать после длительного пользования, так что воду в кофеварке надолго оставлять нельзя."
"5","Отличная вещь!"
"4","Великолепно подходит для работы или для жилья, где нет газовой плиты. Отсутствие автоматики обхожу так: заливаю воду, довожу до кипения( но без самого кипения), отключаю (благо на подставке есть выключатель), засыпаю сахар и др., молотый кофе, жду 7 мин. Включаю нагрев на 10-30 сек. и при первых признаках набухания ""шапки"" из кофейной пены выключаю нагрев... Кофейные автоматы нервно курят в сторонке :-)"
"5","Пару раз кофе выскочило. Надо выключать чуть раньше чем на обычной турке. После выключения еще пару секунд оно подымается, так как диск еще греет."
"5","Отличная кофеварка для офиса."
"5","Идеальное решение для работы, если корпоративная кофемашина вам не грозит."
"5","Я покупал плиту, ету тюрку подарили бесплатно. стоит возле компа, очень удобно. Раьотает пока 3 недели отлично."
"5","Алексей, огромное спасибо."
